0.257stalk-surface-below-ring=k+0.256stalk-surface-above-ring=k+0.234ring-type=l+0.231odor=f-0.215ring-type=p...,'0.244gill-attachment=a-0.24veil-color=w+0.24 stalk-color-above-ring=o+0.24 stalk-color-below-ring=o+0.225habitat=l...',class
-3.242585,-1.257307,e
-3.81401,-1.786099,p
-1.507456,0.243489,e
-1.52185,-0.936622,e
-2.465308,-2.106535,e
-1.453934,-0.249695,e
-3.176952,-1.900423,e
-2.623025,-2.897271,e
-4.48975,-2.392401,e
-3.211078,-1.860155,e
-1.105678,-0.101179,e
-2.110468,-1.173628,e
-3.054293,-1.687174,e
-3.887128,-1.630591,p
-1.430449,0.093481,e
-3.843788,-0.887933,p
-2.841178,-0.689967,p
-0.56755,-0.378599,e
-2.573832,-1.334302,e
-1.793268,-1.310886,e
-2.505357,-1.93633,e
-1.562969,-0.247255,e
-2.829547,-1.227424,e
-2.663495,-1.782028,e
-3.110659,-1.771644,e
-3.349035,-1.399447,e
-1.885611,0.074543,e
-1.723391,0.165895,e
-3.020758,-1.70969,e
-2.0109,-0.477366,e
-3.205926,-1.105237,p
-3.159789,-2.581216,e
-3.445487,-1.237373,p
-2.722744,-2.373952,e
-2.782508,-1.969277,e
-3.09745,-0.461414,p
-3.118641,-1.71497,e
-3.110786,-1.659034,e
-1.821286,-0.145626,e
-3.258171,-1.407218,e
-3.679892,-1.99226,e
-2.639209,-1.819152,e
-2.714762,-2.430625,e
-2.255518,-0.433334,e
-2.698036,-0.81444,e
-2.671477,-1.725355,e
-2.316514,-0.599523,e
-1.368057,-0.655167,e
-2.136574,-0.508465,e
-3.198642,-1.882849,e
-2.158384,-1.200235,e
-1.04288,0.35937,e
-2.570735,-2.42118,e
-1.684478,0.15813,e
-2.449582,-1.834109,e
-4.831522,-2.329719,e
-1.256578,0.288359,e
-2.606039,-1.343286,e
-0.922122,-0.200515,e
-1.567697,-0.358988,e
-1.097696,-0.157852,e
-2.93528,-1.499925,e
-3.324504,-1.375934,e
-2.397079,-2.7692,e
-3.25248,-1.362667,e
-1.44986,-0.20358,e
-1.494877,-0.877071,e
-1.722784,-0.337525,e
-3.000455,-2.207355,e
-3.17926,-1.057006,e
-3.584053,-1.825119,e
-2.284913,-2.404156,e
-1.370438,0.090184,e
-2.513034,-1.9218,e
-1.70203,-0.010181,e
-1.569718,-0.875864,e
-3.441515,-2.364456,e
-4.483056,-2.42794,e
-3.125617,-0.908198,e
-3.295139,-1.408039,e
-1.915639,0.042142,e
-3.194201,-2.772853,e
-1.210876,-0.356911,e
-1.949161,-0.703592,e
-3.053008,-2.358086,e
-4.658165,-1.940033,e
-2.996599,-1.634204,e
-2.918936,-0.69446,p
-2.521023,-2.311536,e
-1.687396,0.152431,e
-3.410398,-2.173139,e
-1.435767,0.351801,e
-0.443531,0.407819,e
-3.240344,-0.367071,p
-2.845378,-1.437972,e
-2.108231,-1.167045,e
-1.384033,-0.848062,e
-1.974959,-0.671809,e
-0.948245,-0.675412,e
-1.494976,-0.307225,e
-3.304676,-1.137061,p
-4.153109,-2.266142,e
-1.050863,0.416043,e
-2.180745,-0.279425,e
-2.904862,-2.10085,e
-1.397831,-0.150204,e
-3.023962,-2.403373,e
-3.121177,-1.798202,e
-1.963369,0.070051,e
-1.456808,0.221279,e
-2.862754,-2.197792,e
-3.044392,-1.793099,e
-2.249476,-2.207867,e
-1.785286,-1.367559,e
-1.464456,-0.320889,e
-3.262334,-1.310417,p
-1.366197,-0.526417,e
-3.61644,-1.904569,e
-4.48802,-2.078074,e
-2.781401,-2.357197,e
-2.902571,-2.202075,e
-1.679408,-1.112711,e
-2.07298,-0.64424,e
-2.602942,-2.430163,e
-4.152201,-1.676173,p
-3.506448,-0.929098,e
-1.677171,-1.106128,e
-1.747798,-0.838171,e
-1.50376,0.411771,e
-1.139274,-0.51482,e
-1.472387,-0.186185,e
-1.774618,-0.549805,e
-1.905928,-0.23746,e
-0.756233,0.051036,e
-1.443525,-0.500461,e
-1.739816,-0.894845,e
-1.881297,-0.142329,e
-1.086857,0.429507,e
-3.478981,-1.094146,p
-1.331185,0.174348,e
-1.723839,-0.70195,e
-1.771459,-0.619116,e
-1.906453,-0.376135,e
-1.234785,-0.159931,e
-0.88475,-0.241341,e
-1.733549,-0.422348,e
-1.95283,-0.863791,e
-2.082233,-0.353058,e
-1.08371,0.053954,e
-1.538727,0.102652,e
-0.611212,0.079953,e
-1.087537,0.430391,e
-1.613328,-1.219828,e
-1.412488,-0.244406,e
4.876959,-3.435092,p
-3.737117,-1.80815,p
-1.503143,0.026616,e
-3.018815,-2.054725,e
-1.899662,0.235036,e
-2.186679,-0.45429,e
-1.429698,0.247981,e
-1.41889,-0.687473,e
-1.801543,-0.362378,e
-1.362455,0.033511,e
-2.168465,-0.254812,e
-1.396856,-0.904639,e
-1.425384,0.031109,e
-1.713171,0.115804,e
-1.389608,-0.281888,e
-2.164152,-0.471685,e
-1.62011,0.108446,e
-1.483635,0.412559,e
-1.857491,0.324899,e
-3.248326,-0.310398,p
-2.050341,-0.606711,e
-4.074442,-1.67168,p
-1.318024,-0.37725,e
-1.673575,-0.613836,e
-1.263809,0.499532,e
-1.549717,-0.215544,e
-2.098072,-0.578802,e
-1.023463,-0.552037,e
-1.53485,0.003101,e
-1.913401,0.048724,e
-1.016474,-0.012747,e
-1.819049,-0.139044,e
-2.128592,-0.565138,e
-1.775128,-0.779316,e
-0.92558,-0.546757,e
-1.56612,-0.137736,e
-1.590079,-0.273958,e
-1.641479,-0.406248,e
-1.46076,-0.152606,e
-1.149433,-1.103063,e
-1.82465,-0.827721,e
-0.900125,0.235264,e
-0.909603,-0.353862,e
-1.805239,-0.53066,e
-1.715338,-0.468707,e
-1.871319,-0.423543,e
-1.992194,-0.323954,e
-1.261413,-0.030521,e
-2.100939,-0.506471,e
-1.713681,-0.113707,e
4.752808,-2.583617,p
-1.410908,-0.744147,e
-1.386698,-0.316396,e
-1.263129,0.498649,e
-1.861497,-0.648221,e
-1.138886,0.376131,e
-1.540304,-0.1186,e
-1.7454,-0.443463,e
-1.236554,-1.126468,e
-1.636414,-0.46862,e
-1.262905,-0.410287,e
-1.84741,-0.620523,e
-1.541644,0.096953,e
-2.030472,-1.162552,e
-3.380525,-1.538792,e
-1.212827,-0.121519,e
-1.059531,-1.04111,e
-1.86116,0.1647,e
-1.250762,-0.352826,e
-1.513868,-0.993295,e
-0.892732,-0.184668,e
-1.244536,-1.069795,e
-3.203402,-1.874685,e
-2.198822,-0.511751,e
-0.87522,0.425816,e
-1.515445,-1.214547,e
-2.104534,-0.998762,e
-2.006971,-0.173429,e
-1.078875,0.372834,e
-1.554307,-0.304812,e
-2.014633,-0.936809,e
-0.709096,0.074673,e
-2.305035,-0.649978,p
-1.208987,-0.191714,e
-1.431382,-0.443,e
-1.202436,-0.402004,e
-1.272313,0.020453,e
-1.957435,0.244916,e
-2.040692,-1.112462,e
-1.728226,-0.152985,e
-1.573536,0.350606,e
-1.495777,0.355098,e
-1.433366,0.087782,e
-1.103282,-0.631232,e
-2.038863,0.080224,e
-1.543451,0.256953,e
-1.473068,-0.185301,e
-1.175043,-0.161616,e
-1.007863,-0.148334,e
-3.292085,-2.778133,e
-1.499468,-1.021653,e
-1.633874,-0.340753,e
-1.098206,-0.387363,e
-1.422466,0.036808,e
-1.970971,-1.395361,e
-1.443839,0.039305,e
-0.820382,-0.291025,e
-1.205354,-0.407703,e
-1.685153,-1.049455,e
-2.289533,-2.484072,e
5.324094,-2.62711,p
-1.767145,-0.835989,e
-1.914436,-0.319461,e
-3.381097,-1.088865,p
-2.112752,-0.339395,e
-1.644396,-0.411947,e
-1.217325,0.372523,e
-1.977197,-0.678391,e
-0.917586,-0.297189,e
-2.722261,-2.575268,e
-2.138811,-0.515048,e
-2.002426,-0.580104,e
-1.694863,-0.769853,e
-1.464405,-0.242858,e
-2.091346,-2.808578,e
-1.114182,-0.580258,e
-2.129393,0.097185,e
-0.602938,-0.868555,e
-2.120735,-0.282722,e
-1.271567,-0.35273,e
-1.267478,0.339333,e
-0.944985,0.670892,e
-2.964391,-1.62522,e
-1.732009,-0.389287,e
-2.17646,-0.50438,e
-0.824226,0.111006,e
-1.272838,-0.118221,e
-1.706807,-0.14463,e
-2.85748,-1.961753,e
-1.532309,0.130968,e
-1.83897,-0.665616,e
-1.024144,-0.551154,e
-1.439364,-0.386327,e
-3.020884,-1.59708,e
-1.428464,-0.437301,e
-1.84868,-0.386015,e
-1.885058,-0.609855,e
-1.574102,-0.081063,e
-1.318705,-0.376367,e
-1.739991,-0.332614,e
-2.162882,-0.706193,e
-1.817519,-0.555272,e
-1.307563,-0.502352,e
-1.39708,0.004296,e
-1.639619,-0.277497,e
-2.018329,-1.105091,e
-1.378708,-0.332862,e
-2.213509,0.071606,p
-1.83693,-0.852334,e
-1.85926,-0.641638,e
-3.518606,-1.081864,p
-2.022714,-0.31029,e
-1.686881,-0.826526,e
-1.673238,0.199085,e
-1.405247,0.338138,e
-1.525758,-0.079322,e
-1.157415,-1.04639,e
-3.644546,-1.279764,e
-1.095288,-0.381664,e
-2.793586,-1.796292,e
-1.562289,-0.248138,e
-0.45369,-0.180424,e
-1.077147,0.149906,e
-1.255146,0.441976,e
-1.451507,-0.443788,e
-1.576796,-0.995697,e
-1.157707,-0.154555,e
-0.920126,-0.425056,e
-1.284278,-0.40779,e
-1.811576,-0.425228,e
-1.986449,-0.38721,e
-1.609638,0.156923,e
-1.106376,-0.0747,e
-1.865486,0.075331,e
-0.769051,-0.211171,e
-0.649085,0.071375,e
-2.012331,-0.630983,e
-1.225936,0.50811,e
-1.705698,-0.17038,e
-1.53623,-0.072485,e
-1.857111,-1.197186,e
-1.597495,0.214384,e
-1.290298,-0.650675,e
-0.682973,0.549569,e
-1.835301,-0.505417,e
-1.573879,-0.989998,e
-1.960303,-0.577607,e
-0.905111,0.360565,e
-2.108921,-0.449797,e
-0.559183,0.133329,e
-1.601655,0.10025,e
-1.452778,-0.209279,e
-1.331814,0.253262,e
-1.315157,0.445273,e
-1.719866,-0.331826,e
-1.854425,-0.322759,e
-1.220809,-0.064846,e
-1.727481,-0.526168,e
-1.201166,-0.636512,e
-1.280536,0.152137,e
-2.196585,-0.505168,e
-0.901985,0.106514,e
-1.285618,-0.192237,e
-1.40799,-0.738447,e
-1.373355,0.084485,e
-2.153352,-0.039036,e
-0.753074,-0.018276,e
-1.097016,-0.158736,e
-2.837177,-2.459418,e
-1.664973,-0.704603,e
-2.814961,-2.038897,e
-2.04891,-0.453095,e
-2.086393,-0.467193,e
-3.80937,-1.626098,p
-1.869081,-0.416961,e
-2.278641,-0.590946,e
-1.860752,-1.021404,e
-1.323203,0.117674,e
-1.887295,-0.616438,e
-1.209668,-0.19083,e
-1.530536,-0.213772,e
-1.401578,0.498337,e
-2.348405,-0.34587,e
-1.853515,-0.704894,e
-1.230287,-0.653972,e
-1.70389,-0.138931,e
-1.87906,-0.135746,e
-1.217662,-0.440398,e
-2.136758,-0.231297,e
-3.708177,-1.437922,e
-2.029449,0.177168,e
-1.85277,-1.078077,e
-1.734927,-0.394986,e
-1.595188,-0.688258,e
-1.542164,-0.24735,e
-1.546709,0.159325,e
-1.843283,-0.448744,e
-3.462198,-0.876684,p
-1.719498,-0.582841,e
-3.732402,-1.503579,e
-2.785849,-1.913602,e
-1.016161,-0.607827,e
-1.542844,-0.246467,e
-1.779116,-0.055764,e
-1.235466,-0.159047,e
-2.03869,-0.503185,e
-0.973104,0.420536,e
5.217559,-3.089152,p
-1.728751,-0.291659,e
-2.686995,-1.531637,e
-3.556739,-1.098638,p
-0.594944,-0.618987,e
-2.23111,-0.043529,e
-1.306883,-0.503235,e
-1.277636,-0.24891,e
-0.701114,0.017999,e
-0.823192,0.479192,e
-2.040928,-0.509768,e
-1.83719,-0.670614,e
-1.392016,-0.791389,e
-1.676722,-0.238283,e
-2.27003,-0.726533,e
-3.548757,-1.155311,p
-2.064998,-0.700913,e
-1.015481,-0.60871,e
-1.226687,0.353609,e
-0.363789,-0.118471,e
-2.137375,0.153858,e
-1.916673,-0.326044,e
-2.200254,-0.665368,e
-1.908691,-0.382717,e
-1.392696,-0.790505,e
-1.829717,-0.956798,e
-1.269395,0.026152,e
-0.619803,0.47696,e
-0.778872,0.013507,e
-0.754963,-0.183473,e
-0.745092,-0.074949,e
-1.339116,0.309051,e
-2.024951,-0.316873,e
-1.201685,-0.247504,e
-1.08439,0.054838,e
-1.502958,-0.250552,e
-1.818127,-0.214938,e
-1.201005,-0.248387,e
-0.936102,-0.617951,e
-2.140243,-0.668665,e
-1.548286,-0.061927,e
-1.395609,0.014762,p
-0.870093,-0.147139,e
-1.465085,-0.241975,e
-1.098393,-0.131374,e
-1.103514,0.237496,e
-1.984212,-0.380627,e
-2.038454,-1.105879,e
-1.662537,-0.943517,e
-1.652015,-0.872323,e
-1.344828,-0.851263,e
-1.701129,-1.24235,e
-1.827031,-0.082371,e
-1.111784,-0.18555,e
-1.625507,0.171175,e
-2.052506,-0.945387,e
-0.834385,-0.477237,e
-1.654555,-1.00019,e
5.124998,-3.52744,p
-1.432849,0.3575,e
-1.032716,-0.260855,e
-1.421715,0.191308,e
-2.0392,-0.732696,e
-1.26433,-0.03622,e
-2.198269,-1.196149,e
-1.247454,-1.075494,e
-0.842367,-0.420564,e
-3.016286,-2.417903,e
-2.182293,-1.003255,e
-1.308314,-0.656852,e
-0.627797,0.227392,e
-1.994432,-0.330537,e
-1.837699,-0.900125,e
-1.763476,-0.67579,e
-1.324571,0.348329,e
-1.598738,0.105949,e
-1.873087,-1.390081,e
-2.00459,-0.91878,e
-1.274718,-0.243211,e
-1.592997,-0.279657,e
-1.472075,-0.781265,e
-1.091692,0.110628,e
-1.072083,0.087533,e
-1.038382,-0.134671,e
-1.157027,-0.155438,e
-1.559876,-0.803786,e
-1.657759,-0.809067,e
-1.877629,0.01787,e
-1.345629,-0.18894,e
-1.228559,-0.876901,e
-1.402329,0.343837,e
-1.315837,0.446156,e
-1.864583,-0.911002,e
-3.675372,-1.340301,p
-3.0865,-1.696157,e
-1.202894,-0.413584,e
-2.09009,-0.635475,e
-2.687165,-0.391387,p
-0.992515,0.123474,e
-1.631636,-0.33417,e
-2.023223,-0.539802,e
-1.079555,0.373718,e
-3.830285,-1.508859,e
-0.933562,-0.490084,e
-1.242768,-0.103258,e
-0.786854,0.07018,e
-2.10031,-0.585385,e
-1.415406,-0.250105,e
-1.342712,-0.183241,e
-1.130612,-0.572377,e
-2.958503,-1.30366,p
-2.226612,-0.53757,e
-2.014569,-0.637565,e
-0.874591,0.346902,e
-1.543899,-0.610892,e
-2.683518,-2.351917,e
-3.149886,-1.793679,e
-0.965122,0.363863,e
-1.417555,0.305443,e
-1.667012,-0.517885,e
-0.764215,0.107709,e
-1.213336,-0.35103,e
-1.642108,-0.327333,e
-2.077141,-0.758374,e
-1.96543,-0.004651,e
-1.551577,-0.344294,e
-0.690955,0.606242,e
-2.61858,-0.92768,p
-0.948481,-0.072717,e
-0.61092,-0.811882,e
-2.085359,-0.099007,e
-1.068414,0.247733,e
-1.378035,-0.373953,e
-3.446359,-1.604271,e
-0.782356,-0.423861,e
-0.541427,0.096297,e
-2.05117,0.047529,e
-1.718006,-0.203075,e
-2.162721,-0.318068,e
-1.553742,-0.682969,e
-2.207152,0.092693,e
-1.524768,-0.942321,e
-2.262665,-0.398051,e
-1.245436,0.162374,e
-1.405584,-0.474783,e
-1.42047,-0.187733,e
-0.816244,0.054333,e
-1.070274,0.118982,e
5.602869,-3.111441,p
-0.657079,-0.178192,e
-1.535469,0.20028,e
5.154159,-2.199658,p
-2.03088,0.023551,e
-1.956818,-0.140239,e
5.236061,-3.105275,p
-2.674541,-0.875983,p
-2.01713,-0.761672,e
-1.067514,-0.984436,e
-1.388579,-0.441386,e
-1.468001,-0.73515,e
-1.877064,-0.360287,e
-1.848609,-0.963943,e
-1.581861,-0.933325,e
-0.99734,-0.07714,e
-2.368543,-0.652899,e
-1.255826,0.442859,e
-1.851278,-0.698311,e
-1.459725,0.21558,e
-1.384714,-0.847178,e
-1.783049,-1.360976,e
-0.807215,0.672087,e
-1.147548,0.433688,e
-1.279785,0.306638,e
-1.423388,-0.193432,e
-1.389098,-0.052377,e
-1.364043,-0.809806,p
-1.582097,-0.330631,e
-1.327488,0.34263,e
-1.990763,-0.170337,e
-0.794849,-0.179388,e
-1.555738,-0.458428,e
4.77131,-2.599741,p
-1.527618,-0.208073,e
-1.390156,-0.662638,e
-1.863221,0.089997,e
-0.549409,0.152971,e
4.712955,-2.439401,p
-2.090707,-0.25032,e
-1.067734,0.246849,e
-1.704267,-0.016763,e
-2.340423,-0.402544,e
-1.872566,-0.854329,e
-2.160483,-0.311485,e
-1.605346,-1.276501,e
-0.894003,0.049841,e
-1.397265,0.281464,e
-0.918266,-0.296305,e
-1.874899,-0.021612,e
-0.952979,0.421324,e
-1.973412,0.052022,e
-0.461672,-0.123751,e
-1.298961,-0.593118,e
-1.185433,0.11887,e
-1.795709,0.136497,e
-1.092373,0.111511,e
-1.024734,-0.317529,e
-1.581518,0.407279,e
-2.031218,-0.789369,e
-0.883203,0.482489,e
5.674079,-2.545059,p
-2.288171,-1.258103,e
-1.913004,-0.165845,e
-2.116213,-1.110372,e
-1.026004,-0.679904,e
-1.79356,-0.419051,e
-2.21863,-0.594243,e
-1.840627,-1.020616,e
-1.393596,0.441664,e
-1.558656,-0.464128,e
-2.053408,0.040947,e
5.378342,-2.04741,p
-1.185943,-0.110642,e
-1.873468,0.132005,e
-1.633496,-0.462921,e
-1.964801,-0.083566,e
-0.568821,-0.144091,e
-1.255728,-0.126986,e
-2.046672,-0.446512,e
-1.938511,-1.025896,e
-0.92626,-0.545873,e
-1.626131,-0.134439,e
-1.865093,-1.140513,e
-1.874803,-0.860911,e
-2.376525,-0.596226,e
-1.481327,-0.490083,e
-1.735699,0.1332,e
-0.768713,0.60175,e
-2.274343,-0.50966,e
-1.405074,-0.245272,e
-1.356038,0.061826,e
-1.905183,-0.610643,e
-1.889952,-0.044565,e
-0.922265,-0.783066,p
-0.802831,-0.122714,e
-2.018882,-0.420693,e
-2.813888,-1.298627,e
-1.975649,0.045439,e
-1.556659,-0.688668,e
-1.531701,-0.209366,e
-1.979245,-0.446853,e
-0.810223,0.297218,e
-1.376719,-0.59761,e
-1.349326,-0.357222,e
-1.259424,-0.295269,e
-1.524327,0.074295,e
-1.860988,-0.41871,e
-1.080065,0.144206,e
-1.953122,0.028044,e
-1.621838,0.331375,e
-1.000498,0.180148,e
-1.980681,-1.115759,e
-1.058851,-1.041993,e
-2.739293,-2.454138,e
-1.710012,0.046493,e
-1.792759,-1.081375,e
-1.268677,-0.004087,e
-1.701357,-0.051271,e
-1.852993,-0.169142,e
-1.539147,-0.078184,e
-0.910283,-0.352979,e
-2.14537,-0.09571,e
-2.026382,-0.47049,e
-1.348056,0.005153,e
-1.319506,0.285957,e
-1.566638,-0.407454,e
-1.641856,-0.28408,e
-1.461916,-0.193022,e
-1.224964,-0.384609,e
-1.340663,-0.414779,e
-1.196101,-0.698885,e
-1.230968,-0.653088,e
-2.035194,0.240424,e
-1.912387,-0.551,e
-1.842611,-0.489834,e
-1.344148,-0.852147,e
-0.796833,0.351394,e
-1.730766,-0.280852,e
-1.006003,-0.019584,e
-1.65009,-0.27066,e
-1.787727,0.079824,e
-0.815209,0.422519,e
-1.518366,-0.499254,e
-0.736822,0.348097,e
-1.400749,-0.155904,e
-0.92812,-0.674624,e
-0.635779,0.284066,e
-1.534169,0.002217,e
-1.271803,0.249964,e
-1.447915,-0.348502,p
-1.944848,-0.920464,e
-2.243253,-0.10099,e
-1.28014,-0.062432,e
-1.416875,0.304559,e
-1.920999,-0.415412,e
-1.337647,-0.245613,e
-3.328691,-0.643329,e
-1.290979,-0.649791,e
-1.500842,0.417471,e
-1.248354,0.156675,e
-1.567858,-0.747113,e
-1.92037,-0.494327,e
-1.216982,-0.441282,e
4.827722,-3.026986,p
-1.961104,0.084717,e
-1.203574,-0.4127,e
-1.511125,0.08329,e
-1.456474,-0.377562,e
-1.853178,0.108027,e
-2.106683,-0.443215,e
-1.271123,0.249081,e
-1.949453,0.188243,e
-1.96254,-0.58419,e
-1.139566,0.377015,e
-1.526867,-0.053572,e
-1.911252,-0.506823,e
-1.89168,0.178363,e
-1.210419,-0.345331,e
-1.326007,-0.320577,e
-1.495727,-0.461726,e
-1.533741,-0.022649,e
-1.837539,-0.512,e
-0.682681,-0.342266,e
-1.162845,0.23991,e
-1.645025,-0.333033,e
-1.893111,0.024746,e
-2.00554,-0.019812,e
-1.357898,-0.066924,e
-1.066834,-0.98532,e
-1.712249,0.03991,e
-0.67083,0.60703,e
-1.388418,-0.053261,e
-1.033396,-0.259972,e
-1.23895,-0.596415,e
-0.997404,-0.376384,e
-2.210636,-0.344675,e
-2.505297,-2.03911,e
-2.184442,-0.447707,e
-1.298281,-0.594002,e
-1.545759,-0.739642,e
-2.130829,-0.571721,e
-1.649329,0.002105,e
-1.806509,-0.296152,e
-2.082725,-0.306993,e
-1.378716,-0.373069,e
-1.392767,-0.212577,e
-2.032934,-0.2602,e
-1.881069,-1.333408,e
-2.13226,-0.725338,e
-0.978512,0.309686,e
-1.32382,0.50283,e
-2.022551,-0.580892,e
-1.341344,-0.413895,e
-2.202654,-0.401348,e
-2.010335,-0.855524,e
-1.109,-0.776275,p
-1.71479,-0.087957,e
-0.700822,-0.873835,e
-1.526187,-0.054456,e
-1.61362,-0.327993,e
-1.323139,0.501946,e
-1.725988,-0.146402,e
-1.008492,-0.06942,e
-1.5786,0.412978,e
-1.397602,-0.531456,e
-2.286623,-0.534273,e
-1.954622,-0.940106,e
-1.516786,-0.998995,e
-1.924594,-0.907704,e
-1.739294,-0.359092,e
-1.279105,0.305754,e
-1.526348,-0.442581,e
5.099299,-2.167969,p
-1.519736,0.218877,e
-1.746892,-0.823229,e
-1.978444,-1.109177,e
4.966027,-2.663205,p
-2.093341,-0.042334,e
-1.224627,0.428312,e
-1.71174,0.269421,e
-0.99802,-0.076257,e
-1.138594,-0.515704,e
-1.253418,0.219047,e
-1.586595,0.163411,e
-1.330505,0.173464,e
-1.440607,-0.494762,e
-1.404394,-0.246155,e
-0.899445,0.234381,e
-1.972699,-1.172433,e
-1.239471,-1.132168,e
-1.382173,-0.719311,e
-2.178697,-0.510963,e
-1.742909,-0.338313,e
-1.736733,-0.234986,e
-2.481796,-2.289502,e
-1.661267,-0.581141,e
-1.703367,-1.248932,e
-1.272157,-0.119105,e
-2.025112,-0.704998,e
-2.098701,-0.499888,e
-1.253426,0.17884,e
-1.967038,-0.090148,e
-1.897201,-0.667316,e
-2.273469,-1.474545,p
-0.576803,-0.087418,e
-1.500225,0.032316,e
-1.637031,-0.083465,e
-2.928913,-1.992772,e
-2.118451,-1.116954,e
-1.436447,-0.380628,e
-1.404839,-0.847966,e
-1.359958,-0.141627,e
-0.999881,-0.205007,e
-1.849509,0.268226,e
-1.68122,0.255758,e
-2.144741,-0.174624,e
-1.940979,0.085505,e
-1.339796,0.309935,e
-1.731822,-0.645277,e
-1.687391,-1.056038,e
-1.348646,-0.358106,e
-1.252746,0.177956,e
-2.19084,-0.568424,e
-2.814715,-1.97826,e
-2.020314,-0.57431,e
-1.832633,-0.771048,e
-0.799233,0.615413,e
-1.156735,-1.047273,e
-1.358578,-0.066041,e
-1.451743,0.158906,e
-2.044523,-1.00206,e
-0.934242,-0.4892,e
-0.72884,0.291424,e
-2.043188,-0.009144,e
-1.050857,-0.792425,e
-1.38669,-0.276189,e
-1.316588,0.291656,e
-0.862111,-0.203812,e
-2.183242,-0.104287,e
-1.08625,-0.073913,e
-2.049021,-0.508019,e
-0.930104,-0.143842,e
-1.516818,0.224576,e
-1.094233,-0.017239,e
-1.212146,-0.122402,e
-1.336846,-0.907937,e
-1.659487,-0.586138,e
-1.925346,-0.4106,p
-1.665581,-0.364268,e
-1.183025,-0.104943,e
-2.647909,-1.632117,e
-1.043555,-0.848215,e
-0.774374,-0.480534,e
-1.674916,-0.398283,e
-1.572636,-0.881563,e
-1.270887,-0.353613,e
-1.448429,-0.049963,e
-1.386018,-0.31728,e
-0.913093,0.417239,e
-1.258744,-0.296152,e
-1.928981,-0.358739,e
-1.621603,-0.27132,e
-2.034365,-0.413817,e
-1.090224,-0.444037,e
-1.695385,-1.305606,e
-1.506627,-0.410752,e
-2.679183,-0.44806,p
-0.769343,0.680664,e
-1.595479,0.203577,e
-1.866821,-0.917584,e
-1.691379,-0.332485,e
-1.930528,-1.08257,e
-1.463776,-0.321772,e
-0.940487,0.17685,e
-1.051537,-0.791542,e
-1.715409,0.109222,e
-1.88197,-0.101239,e
-1.165689,-0.097882,e
-1.57702,-0.086762,e
-1.311232,-0.662551,e
-1.316296,-0.600179,e
-1.475983,-0.678477,e
-2.020567,-1.111674,e
-1.473819,-0.339802,e
-1.523427,-1.157874,e
-1.66925,-0.524468,e
-1.535978,-0.029232,e
-3.640665,-1.970225,e
-1.49286,0.360798,e
-2.172134,-0.415012,e
-0.638938,0.353377,e
-1.651637,-0.99449,e
-1.409572,0.248769,e
-1.584576,-0.098942,p
-0.593071,0.611523,e
-1.791323,-0.412468,e
-3.348072,-1.469172,e
-1.846442,-0.379432,e
-2.052156,-0.695093,p
-0.891462,0.177708,e
-0.469667,-0.373319,e
-1.905419,-0.007949,e
-0.61182,0.420287,e
-1.727716,0.076526,e
-2.296153,-1.20143,e
-1.303014,0.502734,e
-1.934814,-0.857614,e
-1.119086,-0.129761,e
-1.529266,-0.44828,e
5.358914,-2.639871,p
-2.190275,-0.946582,e
-1.971263,-0.503526,e
-1.474615,-0.909132,e
-0.674698,-0.398939,e
-1.962989,-1.452034,e
-1.334437,-1.131749,e
-2.028549,-1.055001,e
-1.814492,-0.239479,e
-1.659997,-0.81565,e
-0.622962,0.546272,e
-1.554987,-0.303928,e
-1.561592,-0.274617,e
-1.535601,-0.151399,e
-0.761068,-0.267844,e
-2.192271,-0.722041,e
-1.807523,0.303572,e
-1.905022,-0.222518,e
-1.104998,-0.102063,e
-1.408743,-0.405471,e
-1.336165,-0.90882,e
-1.548677,-0.745342,e
-2.112517,-0.942089,e
5.540807,-3.040295,p
-1.649777,-0.86574,e
-1.481917,-0.853342,e
-1.99583,-0.299414,e
-1.907421,-0.617226,e
-2.3564,-0.595438,e
-1.657599,-0.420942,e
-1.177961,-0.167315,e
-1.771751,0.272718,e
-1.881361,-0.441573,e
-1.895278,-0.559765,e
5.512226,-2.163563,p
-1.682898,-0.34161,e
-1.845011,-0.225815,e
-1.787098,0.00091,e
-1.369687,0.244684,e
-1.402666,-0.469084,e
-1.799305,-0.355795,e
-1.889442,0.184946,e
-1.846952,-0.608943,e
-1.693147,-1.299023,e
-0.806992,-0.236849,e
-1.225307,0.429196,e
-1.901093,0.081419,e
-0.692839,-0.930509,e
-1.076396,0.304406,e
-1.498645,-0.467425,e
-1.550146,-0.190677,e
-1.77289,-0.772733,e
-1.594577,0.220084,e
-1.350596,-0.122714,e
-2.268599,-0.572916,e
-1.56372,-0.401755,e
-1.245444,0.122167,e
-1.997558,-0.076485,e
-2.170703,-0.261395,e
-2.094376,-0.410519,e
-1.413057,-0.188599,e
-1.569038,-0.143435,e
-1.721153,0.172478,e
-2.846205,-2.117605,e
-1.773182,0.119102,e
-1.48931,-0.43341,e
-1.412377,-0.189482,e
-1.998757,-0.419905,e
-0.746981,-0.240146,e
-1.334729,-0.239914,e
-1.67998,-0.335911,e
-1.653008,-0.276359,e
-0.932504,0.120177,e
-0.641103,0.014702,e
-1.404159,-0.84885,e
-1.65903,-0.574558,e
-1.845172,-0.61394,e
-1.26456,0.345032,e
-1.204084,-0.642212,e
