@relation 'pulsar_stars_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M2'

@attribute '0.407 Excess kurtosis of the integrated profile+0.388 Skewness of the integrated profile+0.373target_class-0.353 Mean of the integrated profile+0.344 Standard deviation of the DM-SNR curve...' numeric
@attribute '-0.447 Excess kurtosis of the DM-SNR curve-0.428 Skewness of the DM-SNR curve+0.389 Standard deviation of the integrated profile+0.353 Standard deviation of the DM-SNR curve+0.316 Mean of the integrated profile...' numeric
@attribute target {N,Y}

@data
2.237531,-2.15665,Y
0.73708,-0.623619,N
-1.290659,-1.060882,N
-0.563547,0.255424,N
2.755587,4.068316,N
0.533765,0.400084,N
-0.240262,-0.47977,N
-1.306615,-0.086067,N
-1.052665,-1.201599,N
-1.351333,-0.933916,N
-0.669398,-1.38447,N
-0.865385,-2.695704,N
-1.42603,0.541414,N
-0.58454,-0.814825,N
0.773782,2.884435,N
0.45008,-1.709886,N
-0.744923,-0.056241,N
-0.936828,1.125011,N
-0.73419,-1.153993,N
-1.445482,-2.10409,N
-0.974022,-0.465961,N
-0.622614,-2.006136,N
0.318363,-0.274469,N
0.412529,-0.88937,N
-1.490235,-1.881059,N
-0.756635,-0.452872,N
-2.003252,-1.975722,N
-1.218511,-0.98289,N
-1.332681,-1.058281,N
9.106593,-3.271607,Y
0.247929,-2.11489,N
7.282204,-2.923083,Y
6.957896,-3.070953,Y
8.98005,-3.162068,Y
-0.156637,-0.17636,N
10.086752,-2.888438,Y
7.846,-3.099363,Y
9.290632,-2.909802,Y
8.719464,-2.964189,Y
5.759892,-2.355476,Y
7.118295,-2.544418,Y
-2.145228,-3.056507,N
6.910377,-2.679973,Y
-0.950664,0.70971,N
3.274733,-1.334245,Y
2.066525,-0.757306,N
-0.573509,0.352828,N
-1.446729,0.656935,N
1.68289,1.690927,N
0.864895,0.018081,N
-0.143356,1.590145,N
-0.001506,-1.658857,N
-0.803624,0.2098,N
-0.037304,0.222116,N
-0.843529,-1.389295,N
-0.392509,-0.051198,N
-0.239969,-0.251864,N
-0.11799,0.943559,N
0.77106,3.055902,N
-0.847457,0.536288,N
-2.534194,-1.146975,N
0.031786,-1.205479,N
-1.055877,-0.279729,N
-0.799844,0.736644,N
-0.522729,0.18303,N
-0.767006,0.555437,N
-0.757336,1.419992,N
-1.463979,-0.308306,N
-0.81283,0.580709,N
-0.05764,1.01095,N
-1.197966,-0.190714,N
-0.246177,-2.474313,N
-1.556935,-0.375514,N
-0.935261,-1.191996,N
-0.718533,0.34038,N
-0.821173,-1.836758,N
-0.91647,0.675616,N
-0.735669,-0.656486,N
0.167406,0.179716,N
-1.078593,0.463566,N
-0.720714,1.480918,N
-1.439033,-1.589825,N
-1.766485,-1.029955,N
-1.541131,-2.114838,N
-2.035657,-1.5056,N
-0.746378,-0.464917,N
-1.821775,-1.575021,N
0.599433,-0.496287,N
-0.679437,0.119442,N
-0.185901,-0.346994,N
-0.83062,0.420195,N
-1.383933,-0.550301,N
-0.848312,-0.715595,N
-0.665158,0.649381,N
-0.774626,0.419965,N
-0.360869,0.704662,N
-0.796608,1.171129,N
-2.46598,-1.964083,N
2.411865,3.360924,N
-0.50051,-0.431651,N
-1.181491,-0.235421,N
-1.068262,-1.556426,N
0.271546,-0.582887,N
-1.002784,-0.160877,N
-1.269723,-0.528171,N
7.637994,-1.296814,Y
-1.110753,0.464357,N
-0.044967,1.093726,N
9.917754,-2.497739,Y
-0.580766,-0.495484,N
-0.579739,0.766246,N
-0.653491,0.910086,N
-0.375663,0.299867,N
-0.63253,-0.182089,N
-1.141483,-0.505182,N
4.58928,1.830923,Y
-0.832032,-0.113408,N
-0.160197,-0.612432,N
-0.891924,-0.576069,N
-0.511671,-0.390141,N
3.074869,-0.858439,Y
0.132315,0.311332,N
5.708321,-1.624504,Y
-0.919647,-1.228168,N
-1.210838,-0.143391,N
-1.432597,-0.236289,N
-1.253485,0.09339,N
-1.065242,-0.687579,N
-1.002239,0.514546,N
-3.694449,-3.933075,N
0.015954,-0.038152,N
-1.654864,-0.31074,N
1.212621,2.702123,N
-1.653832,0.757226,N
-0.290879,0.049573,N
4.597133,3.575645,Y
-0.766623,0.489172,N
10.842534,-2.699364,Y
0.614346,4.531507,N
-0.973072,0.857254,N
-0.186721,-0.196834,N
2.678316,1.252276,Y
-1.179025,-0.184743,N
-0.815985,0.425582,N
-0.485742,-0.325054,N
-0.434897,-0.578392,N
-1.816724,-0.941034,N
7.113383,-1.976983,Y
-0.427416,0.368893,N
-1.558451,-0.369504,N
0.913725,4.964215,N
-0.380249,-0.258324,N
-0.740952,0.445666,N
-0.084087,-1.225114,N
-1.022715,-0.302513,N
0.19982,-0.343636,N
0.486529,-2.295867,N
-1.240283,0.125183,N
-1.417152,0.009194,N
-0.695945,-0.05973,N
1.388272,3.426583,N
-0.209967,1.568306,N
-1.057219,0.138008,N
-1.056496,-1.516629,N
0.208359,0.106681,N
0.586484,0.002673,N
-0.112334,-0.020322,N
-1.966826,-0.240901,N
0.524662,0.373729,N
-0.473914,0.449365,N
-0.046398,0.09634,N
-0.363975,4.080365,N
-0.93977,0.297457,N
-0.973741,1.11268,N
-0.207801,-0.675828,N
-1.584614,0.808088,N
8.316584,-1.199286,Y
0.329107,-0.797513,N
-0.498042,-1.374577,N
-0.767847,-0.459291,N
-0.988596,-0.019449,N
-1.445664,-0.319176,N
-1.228235,0.052186,N
-0.814095,0.316645,N
-1.024843,-1.680233,N
-0.517655,-0.096149,N
-0.869069,0.513875,N
-0.405601,-0.32721,N
-0.418683,0.381623,N
-0.959414,-0.036147,N
-0.987908,-1.392918,N
-0.0236,0.835127,N
-2.180409,-2.910763,N
-0.426475,0.911137,N
-0.486322,0.597476,N
2.513188,3.463856,N
-0.104124,-0.412342,N
2.708742,3.860576,N
2.313903,4.442243,N
10.315199,-2.09672,Y
-0.746973,0.114669,N
-0.701096,-0.351698,N
-2.393319,-2.584249,N
-1.379428,0.301215,N
0.302205,0.342334,N
0.029698,-1.354573,N
-3.386616,-2.844594,N
0.397863,-0.132187,N
-1.256858,-1.925076,N
-1.473846,-0.412573,N
-1.886484,-0.836166,N
-0.066576,-0.122124,N
-0.704587,0.078217,N
-0.849953,0.59916,N
-1.586881,-1.115112,N
-1.307122,0.914994,N
-0.7143,0.653205,N
0.322601,-1.978169,N
-0.453291,-2.090009,N
-0.483341,0.312968,N
-0.763888,0.637056,N
-0.497974,-1.248993,N
1.284543,5.776885,N
0.34832,-1.036993,N
-0.522745,1.859134,N
-2.433728,-1.157084,N
-0.625595,1.266609,N
-1.684433,-0.876905,N
-0.357972,0.616612,N
-0.507208,0.005896,N
-0.615915,0.053999,N
-0.628268,0.510629,N
-0.245089,0.464384,N
-0.588239,-1.418077,N
-1.051608,0.82824,N
0.220717,1.502398,N
-1.049688,-0.848632,N
-1.040062,-0.586252,N
-1.194104,0.490975,N
-0.555632,0.276111,N
0.112611,1.452089,N
-1.194151,0.383484,N
-0.604657,-1.200374,N
-1.476761,0.066884,N
-0.434616,0.754012,N
-2.167267,-1.868836,N
-0.116851,0.241987,N
-1.065847,-0.386268,N
-1.024547,0.432735,N
-0.734211,-1.474258,N
0.2948,0.531692,N
-1.001628,0.015819,N
-1.39724,-0.942328,N
-0.723226,0.021034,N
-0.907873,-0.906395,N
1.897124,4.793301,N
-0.501883,0.718017,N
0.914001,-1.07706,N
-0.695221,0.039564,N
5.654887,-0.664199,Y
-0.706171,0.405424,N
0.28702,0.564213,N
-1.060148,-0.262495,N
7.273246,-0.874387,Y
-0.697033,-0.025774,N
-0.382974,1.29254,N
-0.401066,0.1313,N
-0.216381,1.283562,N
-1.216382,0.051023,N
-1.314236,-0.718906,N
-0.704278,-0.538582,N
-0.86866,0.224583,N
0.106089,1.307912,N
-0.311725,-0.691301,N
0.115882,-1.091923,N
-0.695644,0.127886,N
-0.599688,0.341112,N
0.60124,2.759256,N
-0.268454,-0.419258,N
-1.586497,-0.19342,N
1.177036,0.210915,Y
-1.370883,-0.302632,N
6.005919,-0.798902,Y
-0.960422,-0.318883,N
-0.866022,0.503571,N
5.328908,-0.67523,Y
-0.815677,0.116206,N
0.027309,0.867351,N
-0.735093,0.810169,N
0.480378,2.275909,N
-1.203439,-0.041617,N
-1.640824,-0.048414,N
1.584,3.460241,N
-0.919924,-0.293507,N
-0.041313,1.214359,N
-1.455288,-0.224808,N
8.460711,-2.094792,Y
-1.009352,0.606573,N
-1.802271,-1.467036,N
0.688533,3.103547,N
0.886341,2.249724,N
-0.89175,1.142182,N
-2.368949,-1.361827,N
-0.494749,-0.292834,N
-1.842044,-1.275959,N
-0.413533,0.856855,N
3.110712,1.761952,Y
-0.283124,0.065076,N
-1.543671,0.275015,N
-1.070814,-2.067627,N
-0.354677,-0.317956,N
-1.949002,-1.273897,N
-0.883433,0.035823,N
-1.37165,0.417041,N
-0.815899,0.807314,N
11.396717,-3.555071,Y
1.268711,0.090228,N
-0.564085,-0.44664,N
-0.196161,0.396888,N
-0.049354,-0.224443,N
-0.384555,-0.293987,N
-0.158233,0.302518,N
-1.1014,0.12452,N
0.28015,1.200306,N
-0.844542,0.632049,N
-1.012352,0.24006,N
-0.244107,1.884998,N
-1.142749,0.238564,N
-0.26765,0.608711,N
0.034979,-0.391057,N
-0.507617,0.169724,N
-0.291211,-0.324907,N
0.420199,-0.839986,N
-0.692856,0.444928,N
-0.812021,0.459624,N
-2.205659,-1.012294,N
-1.228155,0.154106,N
-0.817058,1.193693,N
-1.022698,-0.116099,N
-0.415624,-0.572726,N
-0.282672,-0.079406,N
-0.573915,0.335343,N
-1.185882,-0.345376,N
-1.249298,0.031657,N
-0.397216,0.00142,N
-0.376225,-0.040155,N
-0.776966,1.252752,N
-1.367951,0.547185,N
0.415706,0.936745,N
-0.357172,-1.519466,N
-0.640125,0.57928,N
-2.437429,-1.670457,N
-0.092069,-0.675472,N
-1.088643,-0.335643,N
-0.546834,-0.332661,N
-0.692175,0.640706,N
-1.287144,-0.213781,N
-1.226534,0.468771,N
-1.386941,-1.414047,N
-1.094844,-1.25175,N
2.348839,1.254919,N
-0.467079,0.64646,N
-0.628787,-0.260556,N
-1.079107,-0.33778,N
-0.267955,-1.558073,N
0.480409,1.242708,N
-0.888417,0.058069,N
-1.278932,-0.112585,N
-0.646644,0.461455,N
-0.858985,0.096912,N
6.51835,-1.072232,Y
-0.682777,-0.46444,N
0.737909,-1.685109,N
0.163939,-0.959296,N
-0.859599,0.470105,N
-0.162015,1.328043,N
-0.396361,0.419021,N
-0.327747,-1.423596,N
-0.045489,2.261447,N
-0.553832,0.970302,N
-0.615858,-0.430661,N
-1.079106,0.101022,N
-0.157409,0.075863,N
-0.710243,-0.678509,N
-0.939266,-0.206637,N
-2.150448,-1.843333,N
-2.048448,-0.84679,N
1.167543,-0.643565,Y
-1.611724,-1.464915,N
-2.689423,-1.646915,N
-0.52776,1.639342,N
1.356343,2.919398,N
-0.019115,0.459123,N
-0.833171,-0.754656,N
-1.125716,0.146164,N
-0.41889,0.49682,N
-1.533278,-0.203689,N
-1.403652,-2.499505,N
-0.260623,-0.796282,N
-1.603212,-0.235345,N
-1.105725,-0.903511,N
-1.127088,-0.173869,N
0.22533,0.501804,N
-0.649614,0.922962,N
-1.785171,-0.927764,N
0.078012,-0.510508,N
-0.894989,0.293585,N
4.197408,2.892443,Y
-1.398015,0.222069,N
-0.209061,1.209795,N
-0.866677,-0.053766,N
-0.783114,-0.152246,N
-2.220833,-0.99574,N
1.095253,1.683457,N
3.437833,3.808298,N
0.972912,2.267457,N
-1.556665,-1.079789,N
-1.232074,-0.470771,N
-0.323792,-0.128577,N
-1.535106,-0.921204,N
-0.718367,0.08706,N
-0.039494,-0.362701,N
0.097698,-2.106099,N
0.11785,-1.501037,N
-0.716796,-0.328466,N
-0.875454,-0.318147,N
-1.245423,-0.023314,N
-1.002556,0.141028,N
-0.111665,-0.748397,N
-1.667159,-0.734312,N
-0.991588,-0.260494,N
-0.48667,-0.894023,N
-1.18959,1.338504,N
-0.817485,1.010043,N
-0.877339,0.566641,N
-0.269951,-0.355356,N
-0.86006,-0.086473,N
-1.024779,0.77904,N
-0.677049,0.010889,N
-1.219404,1.441605,N
3.697258,1.297622,N
-0.593005,0.311531,N
-0.828481,0.642199,N
-2.251028,-0.727722,N
-1.325073,-0.96578,N
-0.523061,-0.285681,N
-0.502379,1.024597,N
0.331806,1.821116,N
-0.221449,-1.710101,N
-1.003018,0.453498,N
-1.153946,-0.33081,N
0.422568,-0.577605,N
0.116283,-0.734195,N
-0.800841,0.695928,N
-1.358636,-0.190331,N
-0.893295,0.656053,N
-0.536468,-0.193169,N
0.488223,2.09559,N
-1.078842,-0.106258,N
-1.720027,-0.862529,N
-0.453668,0.441801,N
0.590025,-0.288434,N
-0.691388,-1.426723,N
1.574222,5.437131,N
0.246659,-0.497286,N
0.908397,-1.793124,N
-0.957021,0.693504,N
-1.719724,-1.523271,N
-0.223299,0.559261,N
-1.558848,-0.138361,N
-0.476535,-1.940242,N
-1.408207,-1.594236,N
-0.794823,0.338861,N
0.465706,0.355505,N
-0.474831,-0.603048,N
4.404303,-0.832324,Y
-0.972758,0.59045,N
-0.324876,-0.15885,N
-0.836466,0.876259,N
-0.958982,0.160866,N
1.332499,3.09702,N
0.292309,0.806897,N
8.424431,-3.45086,Y
-1.039964,0.120629,N
-0.111428,-0.694514,N
-1.439208,0.84958,N
-0.910708,-0.790474,N
8.930901,-3.34962,Y
0.436517,-0.339556,N
-0.639694,-1.926548,N
0.293311,1.441812,N
-0.457698,0.562735,N
1.001764,3.613865,N
-0.859323,1.632592,N
-1.378728,-1.863978,N
0.062376,-0.746004,N
-1.436327,0.096537,N
-0.55601,3.02543,N
-0.659276,0.291485,N
-1.186369,0.102234,N
0.350277,0.320654,N
-0.59176,1.657423,N
-0.189024,0.365592,N
-0.595761,0.171768,N
-1.2748,0.287268,N
-0.734869,-0.107151,N
-0.315959,-0.132445,N
-1.420004,0.546067,N
-0.578712,1.320673,N
-0.46566,-1.843065,N
-1.572217,-1.642503,N
-0.526839,0.386276,N
-0.794847,0.220714,N
-0.770589,0.266918,N
-0.328983,1.096929,N
0.890593,4.254656,N
0.301735,0.603321,N
0.284096,-0.47142,N
3.883407,2.731673,N
-0.542593,-0.190415,N
-2.552185,-2.010152,N
-0.358492,0.123162,N
-0.780996,-0.868419,N
-1.974699,-0.213735,N
0.004024,-0.186333,N
-0.018296,0.111001,N
-0.771292,-0.557472,N
-0.668809,0.366094,N
-0.566225,0.313983,N
-0.660681,-0.259816,N
-0.408973,-0.86094,N
-0.699496,-0.451058,N
-0.053149,0.102098,N
-0.902923,0.185109,N
-0.778985,-0.714982,N
0.487815,-1.124774,N
-0.502681,0.060639,N
-1.445889,-0.534519,N
2.132491,4.289753,N
-1.462976,-0.119158,N
-0.436691,0.546047,N
-0.260074,0.066432,N
-1.170246,-1.396634,N
-1.308309,0.089243,N
-0.604076,-0.738092,N
0.209317,4.356617,N
-0.82001,1.201286,N
-0.502645,-0.654518,N
-0.668295,-0.902892,N
-0.366927,0.202904,N
1.822915,2.225145,N
-0.356218,-0.284389,N
-1.924877,-0.454061,N
-0.518317,0.009808,N
-1.215295,0.171138,N
-1.860462,-1.045984,N
-0.22412,0.828631,N
-0.223001,-0.315645,N
-0.063548,1.556656,N
-1.440274,0.536553,N
-0.673669,-0.390434,N
7.174077,-1.014616,Y
-0.925163,-1.390405,N
-1.399582,0.224918,N
3.770839,1.210161,Y
1.824188,2.074381,N
-0.627727,-0.408375,N
-1.010815,0.386006,N
-0.235686,-0.510315,N
-1.380228,0.147115,N
-0.925336,-0.418749,N
-0.44489,1.09774,N
-0.356863,0.715689,N
-0.550654,-0.448902,N
-0.800523,0.23473,N
0.398841,-0.755324,N
-0.754912,0.798181,N
-1.300244,-0.713721,N
-0.448328,0.046949,N
0.120644,-1.356731,N
-1.201002,-0.348249,N
0.013491,-0.781443,N
-1.297241,-0.523029,N
3.201986,4.128456,N
-0.370212,-0.56079,N
-0.100849,-1.567931,N
5.621267,1.344841,Y
-0.300716,-0.57075,N
4.848299,0.959403,Y
0.85093,0.210211,N
-1.525073,0.429311,N
1.114132,4.192935,N
-0.594459,-0.634216,N
0.062579,1.613301,N
3.666691,-0.016449,Y
-1.030213,-0.174262,N
-1.048839,-0.231592,N
0.961013,1.737139,N
-0.586957,-1.526635,N
-0.376509,0.293054,N
-1.390231,-0.274529,N
0.700134,-0.784289,N
-1.237836,0.251996,N
-0.238719,-0.459038,N
-0.778327,-0.390563,N
-0.804948,-1.82562,N
2.600801,4.547424,N
-1.145046,0.170419,N
-0.589261,0.985126,N
-0.569114,-0.316766,N
-1.137734,-1.26563,N
-0.471609,0.907214,N
-0.659871,0.091201,N
-2.50879,-3.828771,N
-0.561292,-2.431012,N
-2.012239,-1.209369,N
0.050678,-1.069145,N
-1.567827,-0.740389,N
-1.40083,0.837669,N
-0.589046,-0.135411,N
-1.554891,-2.12778,N
-0.63579,-0.639401,N
0.803445,0.839905,N
-1.066689,1.58103,N
0.00868,0.025038,N
-1.039192,-0.733547,N
-0.95228,0.473668,N
-0.923285,-0.064122,N
0.70064,0.211501,N
-0.920826,0.422143,N
-0.688119,0.113327,N
5.373983,-2.0564,Y
-0.642404,-0.171532,N
-1.008979,0.119103,N
0.002472,-0.62405,N
-0.890261,-0.660893,N
0.998158,1.165721,N
-1.040657,0.586087,N
-2.340647,-0.352621,N
-0.287308,-0.546909,N
-0.722021,0.649649,N
-0.330328,0.983406,N
-0.557367,0.529462,N
-2.029771,-1.603315,N
-0.570706,1.052727,N
2.170314,3.767871,N
-0.565962,0.601638,N
-0.833539,-0.835415,N
-1.06554,-0.293904,N
-1.370733,0.764289,N
-0.599076,-0.678497,N
-1.594718,0.098894,N
-0.777174,-0.213654,N
-1.224838,0.480847,N
-0.852482,-0.427125,N
-0.58003,-2.203944,N
-0.932856,1.395906,N
-0.71203,0.633288,N
-0.224833,0.788701,N
0.955428,2.020063,N
1.678209,4.026194,N
-0.612752,0.563118,N
-0.952329,0.186371,N
-1.023731,0.87699,N
1.808607,1.746431,N
-0.797681,0.534628,N
-1.328882,0.459995,N
0.241195,2.73669,N
-0.412218,-0.326547,N
-0.671238,-0.433491,N
-1.033183,0.10233,N
-0.404126,1.231567,N
-0.797007,-0.653586,N
0.342604,-0.505354,N
-0.321614,2.390771,N
-1.15221,1.144723,N
-0.183733,-0.114513,N
-0.857368,0.796955,N
1.912136,4.575702,N
-0.287034,-0.375419,N
-2.707919,-3.270404,N
0.394565,0.224566,N
-1.532409,-0.038836,N
-0.201023,0.860242,N
-1.089844,0.124673,N
0.244463,2.222329,N
-1.204358,-0.965325,N
-1.17055,-2.080941,N
-0.644795,0.258508,N
-1.995977,0.656686,N
-0.966319,-0.179133,N
-0.397246,-1.14592,N
-1.393035,0.767326,N
-1.498994,-0.747358,N
-1.07623,-0.067458,N
-1.003915,-1.178774,N
8.452151,-2.528172,Y
-0.317567,-0.120896,N
-0.24394,2.747447,N
-0.871828,-0.45732,N
-0.578036,1.023581,N
-5.079709,-4.972581,N
0.631002,-0.689547,N
-1.10857,-0.573081,N
-0.864535,-0.108254,N
-1.102536,0.297072,N
-0.813975,-0.131419,N
3.597555,3.881469,N
-0.303311,0.143486,N
-1.13442,-1.796599,N
0.036853,1.708881,N
-1.605947,-1.086194,N
-0.644815,-1.706034,N
-0.576408,0.725631,N
0.439078,-1.257668,N
-0.592775,0.440651,N
-1.803222,-1.369305,N
-1.496721,0.263128,N
-0.892423,-0.126962,N
-0.999319,-1.424913,N
5.859111,0.71429,Y
0.205484,-0.829317,N
-1.086366,-1.807497,N
2.933068,2.935635,N
-0.629269,-0.8519,N
-2.117243,-0.583378,N
-1.983823,-1.425418,N
-0.620318,-1.362505,N
0.404327,-1.038629,N
0.13366,-0.503022,N
0.55607,-0.68302,N
-1.502457,-1.723329,N
3.571426,2.891737,N
-0.14133,0.349229,N
-0.93788,-0.292033,N
-0.875217,-0.760816,N
5.800613,-2.679923,Y
7.297886,-3.278612,Y
7.192985,-3.155786,Y
-1.305856,0.135889,N
3.891591,-2.710176,Y
7.615507,-3.50952,Y
-1.369772,-0.772023,N
-0.741541,0.474562,N
5.66614,-1.913286,Y
-0.74684,-0.935528,N
-1.199663,0.444893,N
-0.121184,-0.26933,N
-0.741801,-1.173934,N
-0.960366,-0.131705,N
-0.563743,-1.43066,N
-0.885854,-0.100573,N
3.123105,-1.988914,Y
0.275253,-0.967734,N
-1.164504,-1.438742,N
-1.278707,-1.67357,N
-0.76665,1.131895,N
-0.536586,0.400632,N
-0.691521,1.248141,N
-0.048374,1.845008,N
-0.173692,0.505061,N
0.047687,-0.248141,N
-0.947753,0.070946,N
0.098772,-1.216527,N
-2.083943,-2.99429,N
3.675512,2.124639,N
-0.175937,-0.426656,N
-1.106359,1.143838,N
-1.018302,-0.524173,N
-4.485439,-4.674682,N
2.342663,3.700784,N
-0.167291,-0.479015,N
-0.870923,-0.607056,N
-1.67612,-0.774643,N
0.000389,-0.711105,N
-1.596758,0.650138,N
-1.2592,0.778109,N
-1.188302,1.354483,N
2.225143,4.236399,N
2.917009,4.15148,N
1.353073,5.732059,N
12.395909,-2.935319,Y
5.453195,2.292145,Y
-0.101064,-2.043023,N
-1.660328,-0.322283,N
7.754808,-3.380863,Y
0.677423,0.873322,N
0.138633,-0.013921,N
-0.692532,0.553724,N
0.907092,-0.881611,N
0.185787,2.442356,N
-1.554058,-0.211285,N
0.192419,1.22147,N
1.519112,-1.152318,Y
10.025526,-4.088819,Y
0.795151,0.331556,N
0.733453,1.257663,N
-0.355091,-1.022041,N
-0.148338,-1.844264,N
0.175031,-1.616957,N
-0.673883,0.039952,N
-1.124997,0.896351,N
0.730227,0.884813,N
8.446064,-2.573269,Y
0.190009,0.282112,N
-0.945582,1.10078,N
-0.021482,-1.645267,N
7.532923,-0.717258,Y
-0.687238,-0.05104,N
1.209853,4.33632,N
2.714401,-2.862657,Y
-0.94792,1.150052,N
1.415553,2.267099,N
4.987809,-2.178536,Y
-0.837653,0.155455,N
2.701173,-2.524335,Y
-1.231686,-0.142336,N
1.210807,3.439614,N
-0.765302,0.804556,N
0.229608,-0.648775,N
-0.855759,-0.5839,N
-0.672362,0.136205,N
1.276429,2.925283,N
-0.968633,0.457708,N
2.509491,0.17323,Y
-0.924913,0.52545,N
7.928329,-1.417893,Y
-0.577584,0.909566,N
-0.552974,-0.193446,N
-1.381123,-0.277633,N
0.837687,0.021839,N
0.050527,-0.766873,N
-0.423894,1.25909,N
0.186268,-0.759808,N
-1.098666,0.38744,N
-3.428715,-3.718377,N
-0.281364,-2.273053,N
0.290067,0.104212,N
-1.039916,0.546582,N
-0.626532,1.04871,N
-0.419023,0.445052,N
-0.395707,0.852825,N
-1.137362,0.554797,N
0.053042,2.480099,N
10.649067,-3.114639,Y
0.101878,0.391256,N
-1.583337,-1.614732,N
-2.06523,-0.989319,N
-0.668283,0.130294,N
-0.758202,0.260063,N
-1.643051,0.015581,N
-1.061715,2.028214,N
-0.078093,-0.569905,N
4.144529,0.026829,Y
-0.007,-0.287356,N
0.590177,0.620489,N
-0.578004,-0.100462,N
0.630411,-0.980745,N
-0.493386,0.102379,N
1.628234,2.679968,N
-0.904102,0.722613,N
-1.247102,0.46663,N
-1.169441,0.559401,N
-1.345795,0.652186,N
-0.051142,0.64326,N
-0.787253,-0.309702,N
1.923778,-0.455956,Y
0.041801,0.535116,N
-0.61421,-0.10061,N
-0.716562,0.774225,N
-0.381221,0.077768,N
-0.055315,-0.425524,N
-1.615279,-0.61821,N
-0.845548,-0.017103,N
-0.736131,-0.146985,N
-0.156899,1.153998,N
-0.598225,0.914053,N
-0.52247,0.068088,N
-1.519557,0.695021,N
1.83374,0.2535,Y
-1.185822,-0.160539,N
-1.652614,0.351094,N
0.018029,0.091447,N
-0.630704,-1.132631,N
0.804952,1.721613,N
-1.302318,-1.240656,N
2.804189,4.162551,N
0.952762,0.648247,N
-1.347586,-0.343507,N
-0.603323,-0.151372,N
-1.050928,0.425939,N
0.082914,1.42284,N
-2.926169,-2.824699,N
-1.136116,0.073586,N
-1.144712,0.6805,N
-0.67739,0.291123,N
-0.137372,-1.087913,N
-1.392201,-1.123288,N
-0.30565,-0.43385,N
0.556214,-1.486545,N
-1.072866,0.76651,N
-1.014906,-0.613483,N
-1.156905,-0.189335,N
-1.519787,0.448768,N
-0.978781,-0.203044,N
-0.280562,-1.522587,N
-0.393216,1.138266,N
-1.200515,-0.450929,N
-1.032887,0.4711,N
-0.874169,-0.655007,N
0.322509,-0.681046,N
0.073271,0.28148,N
-0.163733,-0.944313,N
-0.208449,-0.647053,N
-0.279379,-0.080656,N
-0.889129,-0.6048,N
-0.841034,-0.183504,N
-1.166508,-0.510933,N
-1.645203,-1.13974,N
-0.915625,0.138549,N
-0.399893,-1.31278,N
-0.770678,-0.509606,N
-0.415816,-1.507574,N
-0.758804,-1.667414,N
0.370018,-1.050672,N
-0.454257,0.765419,N
8.890546,-1.273256,Y
-0.255389,0.676925,N
0.866439,5.117562,N
-1.039827,0.892157,N
-1.135816,1.144362,N
-0.984382,1.059541,N
-0.12653,0.794845,N
0.76359,-0.810517,Y
-1.885772,-0.399793,N
-0.855988,0.026297,N
-1.260922,-0.407185,N
-0.027677,-0.979028,N
-0.841886,-0.591538,N
-0.986383,-0.448675,N
-0.985708,0.67409,N
-1.11579,-0.876431,N
-1.01447,0.229805,N
-0.86892,1.239977,N
-1.20858,0.031616,N
-0.71071,0.153082,N
-0.720148,-0.307443,N
-1.81053,-0.853858,N
2.216154,2.793192,N
-0.635972,0.844815,N
-1.14074,0.229283,N
-0.29661,1.278569,N
-1.069303,0.356108,N
1.105738,3.225686,N
0.449365,-0.067354,N
-0.046824,1.271121,N
-0.860993,-0.117279,N
-0.999095,-1.098322,N
0.302755,0.565934,N
-0.662689,0.992616,N
0.258011,-0.021447,N
-1.519353,-1.329616,N
-0.963273,0.954449,N
-1.217198,-1.744232,N
2.942117,2.912652,N
-0.230198,-0.403013,N
0.056669,-0.658937,N
-2.202398,-2.984902,N
-0.049761,1.70715,N
-1.004395,0.962593,N
-0.930939,-0.238972,N
-1.110808,0.426233,N
-1.052676,0.363326,N
-0.4392,0.414358,N
-0.490404,-0.551935,N
-1.052504,0.441494,N
-1.165989,-0.046309,N
0.131961,0.603041,N
-0.353488,-1.013867,N
-0.78014,0.430204,N
-1.207629,0.504855,N
-0.003555,-0.331927,N
-1.039168,-0.497024,N
0.985237,0.324319,N
-0.947286,0.340363,N
-1.11592,-0.052878,N
0.686087,-0.50269,N
-0.78909,-0.58236,N
-0.248458,1.141613,N
-1.128085,0.557779,N
-0.617093,-0.997068,N
-0.766791,0.488318,N
0.033292,-1.107279,N
2.979331,1.46204,N
0.199393,0.573506,N
1.262377,2.041999,N
0.260288,-0.444825,N
-1.088979,0.560453,N
-0.548987,0.140319,N
-0.976134,1.042357,N
-0.002921,0.741134,N
0.94347,0.022647,N
0.28354,-1.251782,N
-0.400399,-0.896621,N
-3.135565,-1.518133,N
0.346637,0.534502,N
0.006469,1.415052,N
-1.683069,-1.224912,N
-0.962158,0.603191,N
-0.163655,-2.748071,N
1.057541,0.411836,N
-1.376384,-3.143155,N
-0.776648,0.46377,N
2.21854,4.596882,N
2.508118,4.820992,N
6.431005,1.04511,Y
-0.664554,1.367535,N
-0.646782,-0.560819,N
-0.98466,0.892924,N
-0.199863,-1.105469,N
0.843892,-0.679224,N
-0.493144,-0.029052,N
-1.041679,0.094683,N
-1.522431,-0.929748,N
-1.180226,-0.70128,N
-1.560684,-0.598139,N
6.002676,-2.035891,Y
-0.802665,-1.583884,N
2.743292,3.07179,N
0.95463,5.624411,N
7.757024,-0.35506,Y
